1 number of sets
#1
$1  51
0.000000000000000000e+00 1.178876438260755549e+03 -4.198517988830000221e-03 -3.770198544501626725e-03 1.823967849700000032e+00 1.898258270902435152e+00 -2.889540158490000107e-03 -1.017297832063869187e-02 1.261237767420000076e+10 2.526806621369999886e+09 5.477098212817101519e+00 4.699497167256091679e+00 1.200466644630023616e+01 5.452144532830000001e-01 7.039023117699999554e-01 1.397607506796486376e+00 0.000000000000000000e+00 -4.866418371720000226e-03 -3.473431857744663839e-03
2.167083608800000061e+00 1.178781789101337381e+03 -5.443961832139999901e-03 -3.921002962220912144e-03 1.824692092120000053e+00 1.897986453805402096e+00 -3.578305087370000064e-03 -1.032531678900334635e-02 1.264187641729999924e+10 2.527648248869999886e+09 5.462209456752417758e+00 4.687948892155700875e+00 1.199599736518989523e+01 5.456707508729999878e-01 7.029698211820000209e-01 1.396116579282143499e+00 0.000000000000000000e+00 -6.272850925309999583e-03 -3.548263205647952945e-03
4.024439438219999055e+00 1.168379627848778910e+03 -1.175811152669999950e-02 -6.126716545399462505e-03 1.819576330220000093e+00 1.892432706701312695e+00 -1.596865569040000063e-03 -9.117319783300019062e-03 1.251169505850000000e+10 2.480149313260000229e+09 5.281868865955807735e+00 4.670676686307450254e+00 1.169263169282833559e+01 5.504454699840000131e-01 6.937262793799999772e-01 1.403913713284280940e+00 0.000000000000000000e+00 -6.126736599980000392e-03 -4.422120930096871787e-03
5.881623208599998875e+00 1.167742388696874286e+03 -1.728616040589999944e-02 -5.816317949804908870e-03 1.792699091850000093e+00 1.879349135366921608e+00 6.253279703979999771e-03 5.327776359689936903e-03 1.232125201020000076e+10 2.428219917769999981e+09 5.087359610006933153e+00 4.679068629892690012e+00 1.119159948015860984e+01 5.614342221520000065e-01 6.738861936140000397e-01 1.428371896114909001e+00 0.000000000000000000e+00 -1.606846912250000162e-02 -4.806450527577506293e-03
7.738839240049999013e+00 1.151224695592065473e+03 -1.425918810870000029e-03 -8.851518129049803021e-03 1.735734738209999906e+00 1.851251839226580653e+00 3.737892634610000264e-02 1.195014881153185979e-02 1.144143774639999962e+10 2.208310035219999790e+09 4.943298722653393540e+00 4.879947640547622534e+00 1.077720196959838361e+01 5.700725571139999559e-01 6.403877197220000372e-01 1.522319827995079367e+00 0.000000000000000000e+00 1.353492474170000029e-02 -5.641123124015051324e-03
9.596055271499999151e+00 1.100956476430543034e+03 1.916035318999999987e-02 -3.912795912867166569e-03 1.618714196940000072e+00 1.849218302532305680e+00 1.121549367589999985e-01 3.986308362168938108e-02 1.095345052420000076e+10 2.086808227720000029e+09 4.451160654911660686e+00 4.785170921208505845e+00 9.380116688688195481e+00 5.857277187149999564e-01 5.847446280529999818e-01 1.528908626144050986e+00 -4.280395488900000345e+01 4.085418605249999807e-02 2.698507760964827338e-03
1.145300246069999694e+01 1.036292554734352962e+03 9.811466520040000583e-02 4.261694338425523615e-03 1.514187372280000110e+00 1.791276091925064318e+00 2.908741886639999996e-01 7.251609326422862878e-02 1.016250274789999962e+10 1.902067135509999990e+09 3.990870097312419595e+00 4.744702170897393323e+00 8.055646239634889128e+00 5.939147863889999712e-01 5.245650234249999988e-01 1.551470028100815801e+00 -3.590939731059999929e+01 1.365063145919999943e-01 8.676384438299451080e-03
1.330876674399999615e+01 9.696938843583589005e+02 1.561638315149999900e-01 1.336529041379819205e-02 1.383741654040000046e+00 1.754817984407379017e+00 4.993099050220000112e-01 1.076942460187778755e-01 9.683211777170000076e+09 1.785633828869999886e+09 3.393181023773203631e+00 4.514847782471374416e+00 6.473059074113074018e+00 5.913668887230000282e-01 4.598905021640000146e-01 1.526325498213315646e+00 -2.573682825819999920e+01 2.041074684570000075e-01 1.181576038334137928e-02
1.516721944979999925e+01 9.086615820147900422e+02 2.543285190580000243e-01 2.372733038232550593e-02 1.249816501950000047e+00 1.728881092059989077e+00 7.543207138559999692e-01 9.839218570408563014e-02 9.337642400860000610e+09 1.709739599880000114e+09 2.801191635136760283e+00 4.215576569975302057e+00 4.991058862290500997e+00 5.954269862909999933e-01 4.070510537290000230e-01 1.484487697738690715e+00 -1.892689441370000125e+01 3.103580675679999956e-01 1.765787202389476271e-02
1.671575080979999584e+01 8.800347478202563707e+02 3.217036826920000037e-01 3.280676411650901986e-02 1.153772715739999954e+00 1.720466667569697572e+00 9.345864114240000076e-01 1.032768753769338077e-01 9.374648500680000305e+09 1.739422962509999990e+09 2.350977797143483095e+00 3.939279596855290055e+00 3.931980762034495314e+00 6.126974997490000074e-01 3.636300070749999835e-01 1.431833125817811192e+00 -1.427625253639999947e+01 3.859094894210000071e-01 2.445433957812862685e-02
1.903198809889999410e+01 8.156525201946456036e+02 3.851760591300000258e-01 3.434996023366430201e-02 1.050876198819999940e+00 1.712106246583561475e+00 1.089486641629999975e+00 1.114747522899265098e-01 8.624632891030000687e+09 1.589827470799999952e+09 1.930939145519487310e+00 3.763019927035512247e+00 3.033950599091594036e+00 5.779910263080000332e-01 3.366770238119999870e-01 1.425727724173521338e+00 -1.097380596770000061e+01 4.837139672870000018e-01 2.331155826038122311e-02
2.089624779729999560e+01 7.474487868743717627e+02 4.254807193139999999e-01 4.094580311647117582e-02 9.932312401920000422e-01 1.719137029204208300e+00 1.092347716799999979e+00 1.314107298508394861e-01 8.437603185710000038e+09 1.562263152289999962e+09 1.551178387267236225e+00 3.339533490915197689e+00 2.279691960802092687e+00 5.429976056059999667e-01 3.333834705290000255e-01 1.325691897380196327e+00 -8.868245655100000846e+00 5.504427083289999967e-01 3.082470203369842843e-02
2.275405528170000125e+01 6.906972052054569531e+02 4.810838683359999757e-01 4.447730263767172426e-02 9.450464778449999548e-01 1.706892133862195182e+00 1.171138499350000028e+00 1.316950264287571060e-01 8.129262897710000038e+09 1.503444060460000038e+09 1.292845096239000569e+00 3.006696651706333601e+00 1.775058070203780369e+00 4.979723488989999947e-01 3.245372403910000147e-01 1.262427003193296926e+00 -7.621937975319999836e+00 6.207935000819999605e-01 3.593858569103388495e-02
2.461121754469999701e+01 6.390002585570090332e+02 5.366538211089999511e-01 4.531340184483140937e-02 9.012860244689999689e-01 1.690915083795462737e+00 1.237673618689999921e+00 1.268386239859158049e-01 7.849814928260000229e+09 1.450790697640000105e+09 1.096534141224662751e+00 2.678601950142271093e+00 1.395116905305866517e+00 4.561354931869999740e-01 3.193266646169999889e-01 1.200667303002571629e+00 -6.789582816140000254e+00 6.963471666330000032e-01 3.802146712114667926e-02
2.646837980769999632e+01 5.952300267923635602e+02 5.857667886009999547e-01 4.374578675363248459e-02 8.602564135000000389e-01 1.669481613573468248e+00 1.288115475439999935e+00 1.205534880522043245e-01 7.693317886189999580e+09 1.422515663990000010e+09 9.248964402215662517e-01 2.353015771470835293e+00 1.082643851694153891e+00 4.225675180540000020e-01 3.159738431890000143e-01 1.135445967097503228e+00 -6.090295048579999815e+00 7.589979434700000471e-01 3.713232976288281806e-02
2.832607975519999499e+01 5.586786146065023786e+02 5.751776808020000464e-01 3.967238049015753970e-02 8.127655884540000431e-01 1.681897823714104012e+00 1.313916990420000097e+00 1.058525688693592315e-01 7.680136993510000229e+09 1.413741898599999905e+09 7.767095582531753362e-01 2.035724927102292359e+00 8.376527133675553127e-01 3.822625166590000179e-01 3.128548494150000248e-01 1.068139020670578310e+00 -4.893401823689999652e+00 7.345733551499999958e-01 3.307544378899749532e-02
3.018377970269999722e+01 5.336950190990179408e+02 5.885466845640000555e-01 3.201263713900002333e-02 7.715942657590000309e-01 1.650577145074892726e+00 1.309258043969999896e+00 9.070773591285645476e-02 7.752077616810000420e+09 1.424328088940000057e+09 6.608485024070982483e-01 1.792127593586749557e+00 6.699558826866225392e-01 3.826885209190000192e-01 3.091433407659999744e-01 1.014048483235650666e+00 -4.529817658889999876e+00 7.537719533579999576e-01 2.526421005780693854e-02
3.204094196570000008e+01 5.154619163683034913e+02 6.065418408089999769e-01 2.504469767634583816e-02 7.341221549240000144e-01 1.615546914504840448e+00 1.321287916169999965e+00 7.779253266816020529e-02 7.832661956789999962e+09 1.430158109950000048e+09 5.680390053213554280e-01 1.603471378786849755e+00 5.509882935180581143e-01 3.754208069459999964e-01 3.041752873799999923e-01 9.743354357092361973e-01 -4.252126958879999918e+00 7.721429851840000413e-01 1.801412439305084129e-02
3.389874945009999863e+01 5.058027374447256079e+02 6.111122361249999857e-01 2.057204651707643384e-02 7.010302048590000279e-01 1.572540810956448265e+00 1.307529099259999938e+00 6.768192133112065079e-02 8.143831679289999962e+09 1.481598438160000086e+09 4.869267457108975572e-01 1.438217336110901856e+00 4.658742737369229170e-01 3.788923553710000225e-01 2.990642727999999750e-01 9.280669688274836293e-01 -4.103051481499999653e+00 7.905979700790000120e-01 1.328510988428926488e-02
