1
1  40
 0.0000e+00	 5.3800e+00	 1.0000e+02	 1.0000e+00	;
 2.0752e+00	 5.3918e+00	 9.9782e+01	 1.0000e+00	;
 4.8891e+00	 5.4403e+00	 9.8892e+01	 1.0000e+00	;
 5.5988e+00	 5.4573e+00	 9.7702e+01	 1.0000e+00	;
 6.5564e+00	 5.4829e+00	 9.4567e+01	 1.0000e+00	;
 7.7559e+00	 5.5185e+00	 9.0249e+01	 1.0000e+00	;
 9.1909e+00	 5.5653e+00	 8.4759e+01	 1.0000e+00	;
 1.0851e+01	 5.6235e+00	 7.8286e+01	 1.0000e+00	;
 1.2729e+01	 5.6919e+00	 7.1157e+01	 1.0000e+00	;
 1.4811e+01	 5.7675e+00	 6.3815e+01	 1.0000e+00	;
 1.7086e+01	 5.8452e+00	 5.6706e+01	 1.0000e+00	;
 1.9541e+01	 5.9171e+00	 5.0207e+01	 1.0000e+00	;
 2.2158e+01	 5.9729e+00	 4.4588e+01	 1.0000e+00	;
 2.4926e+01	 5.9995e+00	 3.9968e+01	 1.0000e+00	;
 2.7825e+01	 5.9812e+00	 3.6357e+01	 1.0000e+00	;
 3.0838e+01	 5.9005e+00	 3.3685e+01	 1.0000e+00	;
 3.3948e+01	 5.7381e+00	 3.1863e+01	 1.0000e+00	;
 3.7136e+01	 5.4741e+00	 3.0840e+01	 1.0000e+00	;
 4.0383e+01	 5.1169e+00	 3.0490e+01	 1.0000e+00	;
 4.3667e+01	 4.7811e+00	 3.0119e+01	 1.0000e+00	;
 4.6973e+01	 4.4751e+00	 2.9639e+01	 1.0000e+00	;
 5.0278e+01	 4.1939e+00	 2.9081e+01	 1.0000e+00	;
 5.3563e+01	 3.9364e+00	 2.8480e+01	 1.0000e+00	;
 5.6807e+01	 3.7026e+00	 2.7871e+01	 1.0000e+00	;
 5.9993e+01	 3.4923e+00	 2.7283e+01	 1.0000e+00	;
 6.3100e+01	 3.3041e+00	 2.6739e+01	 1.0000e+00	;
 6.6110e+01	 3.1350e+00	 2.6258e+01	 1.0000e+00	;
 6.9005e+01	 2.9810e+00	 2.5862e+01	 1.0000e+00	;
 7.1767e+01	 2.8366e+00	 2.5576e+01	 1.0000e+00	;
 7.4381e+01	 2.6957e+00	 2.5424e+01	 1.0000e+00	;
 7.6829e+01	 2.5520e+00	 2.5420e+01	 1.0000e+00	;
 7.9099e+01	 2.4124e+00	 2.5420e+01	 1.0000e+00	;
 8.1174e+01	 2.2669e+00	 2.5420e+01	 1.0000e+00	;
 8.3045e+01	 2.1058e+00	 2.5420e+01	 1.0000e+00	;
 8.4698e+01	 1.9231e+00	 2.5420e+01	 1.0000e+00	;
 8.6125e+01	 1.7198e+00	 2.5420e+01	 1.0000e+00	;
 8.7317e+01	 1.5048e+00	 2.5420e+01	 1.0000e+00	;
 8.8267e+01	 1.2956e+00	 2.5420e+01	 1.0000e+00	;
 8.8968e+01	 1.1148e+00	 2.5420e+01	 1.0000e+00	;
 8.9611e+01	 9.2609e-01	 2.5420e+01	 1.0000e+00	;
