1 number of sets
#1
$1  51
0.000000000000000000e+00 1.159345160428639701e+03 -4.198517988830000221e-03 -3.505957996279999989e-03 1.823967849700000032e+00 1.765215726789999939e+00 -2.889540158490000107e-03 -9.459988451069999832e-03 1.261237767420000076e+10 2.526806621369999886e+09 5.051098425356617128e+00 4.579035588745218988e+00 1.106300715485159003e+01 5.452144532830000001e-01 7.039023117699999554e-01 1.374452357003378866e+00 0.000000000000000000e+00 -4.866418371720000226e-03 -3.229990689470000047e-03
2.092993075978973216e+00 1.160473843564577237e+03 -5.455556892107590351e-03 -3.646853793162725850e-03 1.828578492297460834e+00 1.765282802671274354e+00 -3.585926496804841320e-03 -9.603390015358554549e-03 1.264187641729999924e+10 2.527648248869999886e+09 5.046663445962280115e+00 4.589161749977965776e+00 1.107684356616271870e+01 5.456707508729999878e-01 7.029698211820000209e-01 1.374433154467826101e+00 0.000000000000000000e+00 -6.286211430928778654e-03 -3.300175300894842706e-03
3.886847671537410509e+00 1.163678313785771252e+03 -1.184670231666489458e-02 -5.812554929177195413e-03 1.833285819548245543e+00 1.795393825707936930e+00 -1.608897057422105890e-03 -8.649808042302699687e-03 1.251169505850000000e+10 2.480149313260000229e+09 5.119460098301166440e+00 4.691275609556003978e+00 1.133446299974003679e+01 5.504454699840000131e-01 6.937262793799999772e-01 1.398264659563903001e+00 0.000000000000000000e+00 -6.172898131452681653e-03 -4.195366411875731290e-03
5.680536090591204790e+00 1.178421421618644445e+03 -1.752234184516090684e-02 -5.646135668045666571e-03 1.817192804839631970e+00 1.824360407646194115e+00 6.338718492346380809e-03 5.171888537631412833e-03 1.232125201020000076e+10 2.428219917769999981e+09 5.209951714138615131e+00 4.838174480597180249e+00 1.147331768154089993e+01 5.614342221520000065e-01 6.738861936140000397e-01 1.441434392304813183e+00 0.000000000000000000e+00 -1.628801320140234668e-02 -4.665816414207983598e-03
7.474255667739619469e+00 1.163482487786993261e+03 -1.449243957914875692e-03 -8.603421247145125531e-03 1.764127847053935438e+00 1.799363586586045560e+00 3.799036996179254444e-02 1.161520122229202368e-02 1.144143774639999962e+10 2.208310035219999790e+09 5.083748896334882694e+00 5.075202347669705460e+00 1.110135592634167345e+01 5.700725571139999559e-01 6.403877197220000372e-01 1.538528896630620757e+00 0.000000000000000000e+00 1.375632872868356310e-02 -5.483009562352070786e-03
9.267975244888035036e+00 1.109452383457296264e+03 1.939030255788713047e-02 -3.797727421702629721e-03 1.638140890314866649e+00 1.794836023301617178e+00 1.135009430960133014e-01 3.869077998315067352e-02 1.095345052420000076e+10 2.086808227720000029e+09 4.548378571192686515e+00 4.923329472757212777e+00 9.600488285660556897e+00 5.857277187149999564e-01 5.847446280529999818e-01 1.540706972235110550e+00 -4.280395488900000345e+01 4.134448986710914653e-02 2.619149362682694077e-03
1.106143517124794506e+01 1.040023365171648948e+03 9.834781524772261141e-02 4.141832490704473388e-03 1.517785538331744677e+00 1.740895739626967975e+00 2.915653934977872619e-01 7.047654930871968815e-02 1.016250274789999962e+10 1.902067135509999990e+09 4.064235038825434465e+00 4.789381207723773848e+00 8.209345440281179407e+00 5.939147863889999712e-01 5.245650234249999988e-01 1.557055555611890352e+00 -3.590939731059999929e+01 1.368306947816683994e-01 8.432357676235386831e-03
1.285375263413843427e+01 9.698634108128078424e+02 1.546900704606562482e-01 1.306814819134295008e-02 1.370682903244676121e+00 1.715804203206417133e+00 4.945977800380608747e-01 1.052999465597384832e-01 9.683211777170000076e+09 1.785633828869999886e+09 3.476727438358996558e+00 4.469032360912882140e+00 6.624463071800077429e+00 5.913668887230000282e-01 4.598905021640000146e-01 1.526592337629569363e+00 -2.573682825819999920e+01 2.021812501067302981e-01 1.155306790217539015e-02
1.464866660491397177e+01 9.068510494813536980e+02 2.488459607133689522e-01 2.346825015205430964e-02 1.222874215188754388e+00 1.710003329402961514e+00 7.380598267970219784e-01 9.731783516745343143e-02 9.337642400860000610e+09 1.709739599880000114e+09 2.922859025355723617e+00 4.105893382506840439e+00 5.188062225392246596e+00 5.954269862909999933e-01 4.070510537290000230e-01 1.481529816250752640e+00 -1.892689441370000125e+01 3.036676805855614836e-01 1.746506459565337274e-02
1.614425514670124784e+01 8.769966631297190816e+02 3.121289379260784869e-01 3.274116783580983958e-02 1.119433415739909288e+00 1.717026638737268351e+00 9.067706703165208104e-01 1.030703759220378268e-01 9.374648500680000305e+09 1.739422962509999990e+09 2.490292813657539295e+00 3.798197397100020911e+00 4.140040049824915691e+00 6.126974997490000074e-01 3.636300070749999835e-01 1.426890104749920729e+00 -1.427625253639999947e+01 3.744238115666661537e-01 2.440544375537746086e-02
