1
1  40
 0.0000e+00	 5.3800e+00	 1.0000e+02	 1.0000e+00	;
 2.0772e+00	 5.3942e+00	 9.9736e+01	 1.0000e+00	;
 4.8939e+00	 5.4521e+00	 9.8677e+01	 1.0000e+00	;
 5.6043e+00	 5.4723e+00	 9.7420e+01	 1.0000e+00	;
 6.5629e+00	 5.5024e+00	 9.4213e+01	 1.0000e+00	;
 7.7636e+00	 5.5439e+00	 8.9811e+01	 1.0000e+00	;
 9.1999e+00	 5.5979e+00	 8.4236e+01	 1.0000e+00	;
 1.0862e+01	 5.6638e+00	 7.7693e+01	 1.0000e+00	;
 1.2742e+01	 5.7395e+00	 7.0527e+01	 1.0000e+00	;
 1.4826e+01	 5.8202e+00	 6.3195e+01	 1.0000e+00	;
 1.7103e+01	 5.8981e+00	 5.6154e+01	 1.0000e+00	;
 1.9560e+01	 5.9621e+00	 4.9786e+01	 1.0000e+00	;
 2.2180e+01	 5.9976e+00	 4.4365e+01	 1.0000e+00	;
 2.4950e+01	 5.9862e+00	 4.0021e+01	 1.0000e+00	;
 2.7852e+01	 5.9068e+00	 3.6783e+01	 1.0000e+00	;
 3.0868e+01	 5.7350e+00	 3.4627e+01	 1.0000e+00	;
 3.3982e+01	 5.4449e+00	 3.3550e+01	 1.0000e+00	;
 3.7173e+01	 5.0656e+00	 3.3296e+01	 1.0000e+00	;
 4.0422e+01	 4.7204e+00	 3.3019e+01	 1.0000e+00	;
 4.3711e+01	 4.4113e+00	 3.2610e+01	 1.0000e+00	;
 4.7020e+01	 4.1338e+00	 3.2049e+01	 1.0000e+00	;
 5.0328e+01	 3.8840e+00	 3.1361e+01	 1.0000e+00	;
 5.3616e+01	 3.6581e+00	 3.0604e+01	 1.0000e+00	;
 5.6864e+01	 3.4524e+00	 2.9848e+01	 1.0000e+00	;
 6.0052e+01	 3.2619e+00	 2.9168e+01	 1.0000e+00	;
 6.3163e+01	 3.0874e+00	 2.8573e+01	 1.0000e+00	;
 6.6176e+01	 2.9285e+00	 2.8067e+01	 1.0000e+00	;
 6.9073e+01	 2.7831e+00	 2.7659e+01	 1.0000e+00	;
 7.1838e+01	 2.6473e+00	 2.7362e+01	 1.0000e+00	;
 7.4454e+01	 2.5164e+00	 2.7192e+01	 1.0000e+00	;
 7.6905e+01	 2.3845e+00	 2.7158e+01	 1.0000e+00	;
 7.9177e+01	 2.2533e+00	 2.7158e+01	 1.0000e+00	;
 8.1254e+01	 2.1161e+00	 2.7158e+01	 1.0000e+00	;
 8.3127e+01	 1.9635e+00	 2.7158e+01	 1.0000e+00	;
 8.4782e+01	 1.7902e+00	 2.7158e+01	 1.0000e+00	;
 8.6210e+01	 1.5968e+00	 2.7158e+01	 1.0000e+00	;
 8.7404e+01	 1.3921e+00	 2.7158e+01	 1.0000e+00	;
 8.8354e+01	 1.1928e+00	 2.7158e+01	 1.0000e+00	;
 8.9056e+01	 1.0206e+00	 2.7158e+01	 1.0000e+00	;
 8.9700e+01	 8.5551e-01	 2.7158e+01	 1.0000e+00	;
