1
1  40
 0.0000e+00	 5.3800e+00	 1.0000e+02	 1.0000e+00	;
 2.0752e+00	 5.3917e+00	 9.9783e+01	 1.0000e+00	;
 4.8891e+00	 5.4400e+00	 9.8898e+01	 1.0000e+00	;
 5.5988e+00	 5.4569e+00	 9.7709e+01	 1.0000e+00	;
 6.5564e+00	 5.4824e+00	 9.4576e+01	 1.0000e+00	;
 7.7559e+00	 5.5179e+00	 9.0260e+01	 1.0000e+00	;
 9.1909e+00	 5.5645e+00	 8.4772e+01	 1.0000e+00	;
 1.0851e+01	 5.6224e+00	 7.8301e+01	 1.0000e+00	;
 1.2729e+01	 5.6906e+00	 7.1174e+01	 1.0000e+00	;
 1.4811e+01	 5.7661e+00	 6.3831e+01	 1.0000e+00	;
 1.7086e+01	 5.8436e+00	 5.6721e+01	 1.0000e+00	;
 1.9541e+01	 5.9157e+00	 5.0219e+01	 1.0000e+00	;
 2.2158e+01	 5.9719e+00	 4.4595e+01	 1.0000e+00	;
 2.4926e+01	 5.9993e+00	 3.9969e+01	 1.0000e+00	;
 2.7825e+01	 5.9824e+00	 3.6350e+01	 1.0000e+00	;
 3.0838e+01	 5.9038e+00	 3.3666e+01	 1.0000e+00	;
 3.3948e+01	 5.7443e+00	 3.1828e+01	 1.0000e+00	;
 3.7136e+01	 5.4844e+00	 3.0782e+01	 1.0000e+00	;
 4.0383e+01	 5.1289e+00	 3.0419e+01	 1.0000e+00	;
 4.3667e+01	 4.7921e+00	 3.0050e+01	 1.0000e+00	;
 4.6973e+01	 4.4849e+00	 2.9574e+01	 1.0000e+00	;
 5.0278e+01	 4.2027e+00	 2.9020e+01	 1.0000e+00	;
 5.3563e+01	 3.9444e+00	 2.8422e+01	 1.0000e+00	;
 5.6807e+01	 3.7101e+00	 2.7815e+01	 1.0000e+00	;
 5.9993e+01	 3.4994e+00	 2.7228e+01	 1.0000e+00	;
 6.3100e+01	 3.3109e+00	 2.6684e+01	 1.0000e+00	;
 6.6110e+01	 3.1417e+00	 2.6202e+01	 1.0000e+00	;
 6.9005e+01	 2.9874e+00	 2.5806e+01	 1.0000e+00	;
 7.1767e+01	 2.8428e+00	 2.5519e+01	 1.0000e+00	;
 7.4381e+01	 2.7017e+00	 2.5368e+01	 1.0000e+00	;
 7.6829e+01	 2.5575e+00	 2.5366e+01	 1.0000e+00	;
 7.9099e+01	 2.4176e+00	 2.5366e+01	 1.0000e+00	;
 8.1174e+01	 2.2718e+00	 2.5366e+01	 1.0000e+00	;
 8.3045e+01	 2.1103e+00	 2.5366e+01	 1.0000e+00	;
 8.4698e+01	 1.9273e+00	 2.5366e+01	 1.0000e+00	;
 8.6125e+01	 1.7235e+00	 2.5366e+01	 1.0000e+00	;
 8.7317e+01	 1.5080e+00	 2.5366e+01	 1.0000e+00	;
 8.8267e+01	 1.2984e+00	 2.5366e+01	 1.0000e+00	;
 8.8968e+01	 1.1172e+00	 2.5366e+01	 1.0000e+00	;
 8.9611e+01	 9.2808e-01	 2.5366e+01	 1.0000e+00	;
